etID  | Input | Late Latin | Output {GOLD}
667    | #vˌikˈaːt̪am# | *#vˌekˈɑt̪ɑ# | *#bəɣˈaðə# {GOLD: #bəɣˈa#}
668    | #lˌaːboraːt̪ˈoːrem# | *#lˌɑβɔrɑt̪ˈorɛ# | *#ʎəwrəðˈo# {GOLD: #ʎəwɾəðˈo#}
669    | #bˈoːt̪an̪# | *#bˈot̪ɑ# | *#bˈoðə# {GOLD: #but̪ˈa#}
670    | #brˈut̪an̪# | *#brˈot̪ɑ# | *#brˈoðə# {GOLD: #bɾut̪ˈa#}
671    | #ˌalˈawd̪am# | *#ˌɑlˈɑwd̪ɑ# | *#əlˈɔzə# {GOLD: #əlˈozə#}
672    | #lˌamprˈeːd̪am# | *#lˌɑmprˈed̪ɑ# | *#ʎəmbrˈezə# {GOLD: #ʎəmpɾˈɛzə#}
673    | #ˌin̪kˈuːd̪in̪em# | *#ˌeŋkˈud̪en̪ɛ# | *#iŋkˈuw# {GOLD: #əŋklˈuzə#}
674    | #iˌuːd̪ˈae̯um# | *#ʝˌud̪ˈɛo# | *#ʒuzˈɛ# {GOLD: #ʒuˈew#}
675    | #krˌuːd̪ˈeːlem# | *#krˌud̪ˈelɛ# | *#ɡruzˈɛl# {GOLD: #kɾuˈɛl#}
676    | #klˌawd̪ˈen̪d̪am# | *#klˌɑwd̪ˈɛn̪d̪ɑ# | *#kluzˈɛn̪ə# {GOLD: #kluˈen̪d̪ə#}
677    | #lˌaud̪ˈoːrem# | *#lˌɑod̪ˈorɛ# | *#ʎəuzˈo# {GOLD: #ʎəˈo#}
678    | #pˌed̪ˈukulum# | *#pˌɛd̪ˈoklo# | *#pəzˈoʎə# {GOLD: #pˈoʎ#}
679    | #lˈawsam# | *#lˈɑwsɑ# | *#ʎˈɔzə# {GOLD: #ʎˈɔzə#}
680    | #rˈosam# | *#rˈɔsɑ# | *#rˈɔzə# {GOLD: #rˈɔzə#}
681    | #ˌakkusˈaːre# | *#ˌɑkkosˈɑrɛ# | *#əkuzˈa# {GOLD: #əkuzˈa#}
682    | #ˌin̪kiːsˈaːmen̪# | *#ˌeŋcisˈɑmɛ# | *#iŋʃizˈam# {GOLD: #ən̪siˈam#}
683    | #rosˈellam# | *#rɔsˈɛllɑ# | *#ruzˈɛʎə# {GOLD: #ruˈeʎə#}
684    | #rˌeːsˈiːn̪am# | *#rˌesˈin̪ɑ# | *#rəzˈin̪ə# {GOLD: #rəˈin̪ə#}
685    | #rˌasˈoːrem# | *#rˌɑsˈorɛ# | *#rəzˈo# {GOLD: #rəˈo#}
686    | #rˌosˈaːt̪am# | *#rˌɔsˈɑt̪ɑ# | *#ruzˈaðə# {GOLD: #ruzˈaðə#}
687    | #fˌokˈakea# | *#fˌɔkˈɑccʝɑ# | *#fuɣˈasə# {GOLD: #fuɣˈasə#}
688    | #lˌokˈaːre# | *#lˌɔkˈɑrɛ# | *#ʎuɣˈa# {GOLD: #ʎuɣˈa#}
689    | #fˌormˈiːkam# | *#fˌɔrmˈikɑ# | *#furmˈiɣə# {GOLD: #furmˈiɣə#}
690    | #sˌekˈun̪d̪um# | *#sˌɛkˈon̪d̪o# | *#səɣˈon̪# {GOLD: #səɣˈon#}
691    | #pˈawkam# | *#pˈɑwkɑ# | *#pˈɔɣə# {GOLD: #pˈɔkə#}
692    | #fˌakˈen̪d̪a# | *#fˌɑcˈɛn̪d̪ɑ# | *#fəzˈɛn̪ə# {GOLD: #fˈɛjn̪ə#}
693    | #plˌakˈeːre# | *#plˌɑcˈerɛ# | *#pləzˈe# {GOLD: #pləˈɛ#}
694    | #d̪ˌekˈeːn̪a# | *#d̪ˌɛcˈen̪ɑ# | *#d̪izˈɛn̪ə# {GOLD: #d̪ˈɛn̪ə#}
695    | #rˈikin̪um# | *#rˈecen̪o# | *#rˈes# {GOLD: #rˈɛ#}
696    | #bˈiɡam# | *#bˈeɣɑ# | *#bˈeɣə# {GOLD: #bˈiɣə#}
697    | #d̪ˈoɡam# | *#d̪ˈɔɣɑ# | *#d̪ˈɔɣə# {GOLD: #d̪ˈɔɣə#}
698    | #rˈiɡat̪# | *#rˈeɣɑt̪# | *#rˈeɣə# {GOLD: #rˈeɣə#}
699    | #lˈiɡat̪# | *#lˈeɣɑt̪# | *#ʎˈeɣə# {GOLD: #ʎˈiɣə#}
700    | #n̪ˈeɡat̪# | *#n̪ˈɛɣɑt̪# | *#n̪ˈeɣə# {GOLD: #n̪ˈeɣə#}
701    | #rˌumiɡˈaːre# | *#rˌomeɣˈɑrɛ# | *#rumɣˈa# {GOLD: #rumiˈa#}
702    | #rˌeːɡˈaːlem# | *#rˌeɣˈɑlɛ# | *#rəɣˈal# {GOLD: #reˈal#}
703    | #rˈuɡam# | *#rˈoɣɑ# | *#rˈoɣə# {GOLD: #rˈuːə#}
704    | #pˈuɡam# | *#pˈoɣɑ# | *#pˈoɣə# {GOLD: #pˈuə#}
705    | #t̪ˈeɡulam# | *#t̪ˈɛɡlɑ# | *#t̪ˈɛʎə# {GOLD: #t̪ˈɛwlə#}
706    | #lˌeɡˈuːmen̪# | *#lˌɛɣˈumɛ# | *#ʎəɣˈum# {GOLD: #ʎəɣˈum#}
707    | #ˌawɡˈust̪um# | *#ˌɑɣˈost̪o# | *#əɣˈost̪# {GOLD: #əɣˈost#}
708    | #kwˌad̪raːɡˈeːsimam# | *#kwˌɑd̪rɑʝˈesemɑ# | *#kwiɾˈɛmə# {GOLD: #kwəɾˈɛzmə#}
709    | #bˌorrˈaɡin̪am# | *#bˌɔrrˈɑɡn̪ɑ# | *#burˈaɣn̪ə# {GOLD: #burˈajn̪ə#}
710    | #kˌoɡit̪ˈaːre# | *#kˌɔʝet̪ˈɑrɛ# | *#kuʒt̪ˈa# {GOLD: #kujt̪ˈa#}
711    | #wˌiɡilˈaːre# | *#βʷˌeɡlˈɑrɛ# | *#biʎˈa# {GOLD: #bəllˈa#}
712    | #mˌaɡˈist̪rum# | *#mˌɑʝˈest̪ro# | *#məʒˈesr# {GOLD: #mˈɛst̪ɾə#}
713    | #n̪ˌiɡˈellam# | *#n̪ˌeʝˈɛllɑ# | *#n̪iʒˈɛʎə# {GOLD: #n̪iˈeʎə#}
714    | #sˌaɡˈiːmen̪# | *#sˌɑʝˈimɛ# | *#səʒˈim# {GOLD: #səˈim#}
715    | #fˌuɡˈiːre# | *#fˌoʝˈirɛ# | *#fuʒˈi# {GOLD: #fuʒˈi#}
716    | #frˌeɡˈiːre# | *#frˌɛʝˈirɛ# | *#friʒˈi# {GOLD: #fɾəʒˈi#}
717    | #lˌeɡˈiːre# | *#lˌɛʝˈirɛ# | *#ʎiʒˈi# {GOLD: #ʎəʒˈi#}
718    | #pˌaːɡˈellum# | *#pˌɑʝˈɛllo# | *#pəʒˈɛʎ# {GOLD: #pəʒˈeʎ#}
719    | #pˌaːɡˈeːn̪sem# | *#pˌɑʝˈesɛ# | *#pəʒˈes# {GOLD: #pəʒˈɛs#}
720    | #sˌaɡˈit̪t̪am# | *#sˌɑʝˈet̪t̪ɑ# | *#səʒˈet̪ə# {GOLD: #səʒˈɛt̪ə#}
721    | #sˌiɡˈillum# | *#sˌeʝˈello# | *#siʒˈeʎ# {GOLD: #səʒˈeʎ#}
722    | #sˌaɡˈin̪um# | *#sˌɑʝˈen̪o# | *#səʒˈe# {GOLD: #səʒˈi#}
723    | #bˌorrˈaɡin̪em# | *#bˌɔrrˈɑɡn̪ɛ# | *#burˈaɣn̪ə# {GOLD: #burˈad̪ʒə#}
724    | #fˌarrˈaɡin̪em# | *#fˌɑrrˈɑɡn̪ɛ# | *#fərˈaɣn̪ə# {GOLD: #fərˈad͡ʒə#}
725    | #ˌimˈaɡin̪em# | *#ˌemˈɑɡn̪ɛ# | *#imˈaɣn̪ə# {GOLD: #imˈad͡ʒə#}
726    | #kˌalˈiɡin̪em# | *#kˌɑlˈeɡn̪ɛ# | *#kəlˈeɣn̪ə# {GOLD: #kəlˈid͡ʒə#}
727    | #fˌerrˈiɡin̪em# | *#fˌɛrrˈeɡn̪ɛ# | *#firˈeɣn̪ə# {GOLD: #fərˈid͡ʒə#}
728    | #d̪ˈieiˈowis# | *#d̪ˈixʝˈɔβʷes# | *#d̪ˈixˈɔβs# {GOLD: #d̪iʒˈɔws#}
729    | #mˌajˈore# | *#mˌɑʝˈɔrɛ# | *#məʒˈɔ# {GOLD: #məʒˈo#}
730    | #plˈojam# | *#plˈɔʝɑ# | *#plˈɔʒə# {GOLD: #plˈuʒə#}
731    | #t̪rˈojam# | *#t̪rˈɔʝɑ# | *#rˈɔʒə# {GOLD: #t̪ɾˈuʒə#}
732    | #fˌemˈellam# | *#fˌɛmˈɛllɑ# | *#fimˈɛʎə# {GOLD: #fəmˈeʎə#}
733    | #rˌumˈoːrem# | *#rˌomˈorɛ# | *#rumˈo# {GOLD: #rəmˈo#}
734    | #pˌaːn̪ˈaːrium# | *#pˌɑn̪ˈɑrʝo# | *#pən̪ˈaɾə# {GOLD: #pən̪ˈe#}
735    | #mˌin̪ˈaːre# | *#mˌen̪ˈɑrɛ# | *#min̪ˈa# {GOLD: #mən̪ˈa#}
736    | #ˌarˈat̪rum# | *#ˌɑrˈɑt̪ro# | *#əlˈa# {GOLD: #əɾˈaðə#}
737    | #wˈelam# | *#βʷˈɛlɑ# | *#bˈɛlə# {GOLD: #bˈɛlə#}
738    | #wˌolˈaːre# | *#βʷˌɔlˈɑrɛ# | *#bulˈa# {GOLD: #bulˈa#}
739    | #mˈuːlam# | *#mˈulɑ# | *#mˈulə# {GOLD: #mˈulə#}
740    | #wˌen̪ˈiːn̪um# | *#βʷˌɛn̪ˈin̪o# | *#bəɾˈi# {GOLD: #bəɾˈi#}
741    | #n̪ˌon̪ˈan̪t̪am# | *#n̪ˌɔn̪ˈɑn̪t̪ɑ# | *#luɾˈan̪t̪ə# {GOLD: #n̪uɾˈan̪t̪ə#}
742    | #bˌarkin̪ˈoːn̪em# | *#bˌɑrcen̪ˈon̪ɛ# | *#bəsəlˈo# {GOLD: #bəɾsəlˈon̪ə#}
743    | #ˌarˈat̪rum# | *#ˌɑrˈɑt̪ro# | *#əlˈa# {GOLD: #əlˈaðɾə#}
744    | #pˌarawerˈeːd̪um# | *#pˌɑrɑβʷɛrˈed̪o# | *#pəwrˈew# {GOLD: #pələfɾˈɛ#}
745    | #ˌekskˌerebrˈaːt̪um# | *#ˌɛscˌɛrɛβrˈɑt̪o# | *#əsəwrˈat̪# {GOLD: #əʃələβɾˈat̪#}
746    | #rˌoːsmarˈiːn̪um# | *#rˌosmɑrˈin̪o# | *#rujməɾˈi# {GOLD: #rumən̪ˈi#}
747    | #kˌolumn̪ˈellam# | *#kˌɔlomn̪ˈɛllɑ# | *#kuɲˈɛʎə# {GOLD: #kuɾun̪ˈeʎə#}
748    | #fˌilˈikulam# | *#fˌelˈeklɑ# | *#fiɾˈeʎə# {GOLD: #fəɾiɣˈolə#}
749    | #iˌuliˈolum# | *#ʝˌolʝˈɔlo# | *#ʒuʎˈɔl# {GOLD: #ʒuliˈɔl#}
750    | #ˌululˈaːre# | *#ˌololˈɑrɛ# | *#uʎˈa# {GOLD: #uðulˈa#}
751    | #plˈorat̪# | *#plˈɔrɑt̪# | *#plˈɔɾə# {GOLD: #plˈɔɾə#}
752    | #ˌet̪# | *#ˌɛt̪# | *#ˈɛ# {GOLD: #ɛ#}
753    | #ˌad̪# | *#ˌɑd̪# | *#ˈa# {GOLD: #ˈa#}
754    | #ˌapud̪# | *#ˌɑpod̪# | *#ˈap# {GOLD: #əm#}
755    | #hˌok# | *#hˌɔk# | *#ˈɔ# {GOLD: #u#}
756    | #n̪ˌek# | *#n̪ˌɛk# | *#n̪ˈɛ# {GOLD: #n̪i#}
757    | #sˈiːk# | *#sˈik# | *#ʃˈi# {GOLD: #sˈi#}
758    | #rˈeːs# | *#rˈes# | *#rˈes# {GOLD: #rˈɛs#}
759    | #t̪ˈabulaːs# | *#t̪ˈɑblɑs# | *#t̪ˈawləs# {GOLD: #t̪ˈawləs#}
760    | #hˈomin̪es# | *#hˈɔmen̪ɛs# | *#ˈɔmn̪əs# {GOLD: #ˈɔməs#}
761    | #ɡˈen̪us# | *#ɟˈɛn̪os# | *#ʒˈɛn̪s# {GOLD: #ʒˈen̪s#}
762    | #jˈam# | *#ʝˈɑm# | *#ʒˈa# {GOLD: #ʒˈa#}
763    | #sˈum# | *#sˈom# | *#sˈo# {GOLD: #sˈɔn̪#}
764    | #t̪ˈam# | *#t̪ˈɑm# | *#t̪ˈa# {GOLD: #t̪ˈan#}
765    | #t̪ˈuum# | *#t̪ˈoo# | *#t̪ˈu# {GOLD: #t̪un#}
766    | #sˈuum# | *#sˈoo# | *#sˈu# {GOLD: #sˈɔn#}
767    | #rˈem# | *#rˈɛm# | *#rˈɛ# {GOLD: #rˈɛn#}
768    | #pˌer# | *#pˌɛr# | *#pˈɛr# {GOLD: #pər#}
769    | #kˈor# | *#kˈɔr# | *#kˈɔr# {GOLD: #kˈɔr#}
770    | #sˈemper# | *#sˈɛmpɛr# | *#sˈɛmbrə# {GOLD: #sˈempɾə#}
771    | #ˈin̪t̪er# | *#ˈen̪t̪ɛr# | *#ˈen̪d̪r# {GOLD: #ˈen̪t̪ɾə#}
772    | #pˌaːst̪ˈoːrem# | *#pˌɑst̪ˈorɛ# | *#pəst̪ˈo# {GOLD: #pəst̪ˈo#}
773    | #sˈart̪or# | *#sˈɑrt̪ɔr# | *#sˈar# {GOLD: #sˈast̪ɾə#}
774    | #fˈimum# | *#fˈemo# | *#fˈɛm# {GOLD: #fˈem#}
775    | #plˈan̪um# | *#plˈɑn̪o# | *#plˈa# {GOLD: #plˈa#}
776    | #d̪ˌeːmˈaːn̪e# | *#d̪ˌemˈɑn̪ɛ# | *#d̪imˈa# {GOLD: #d̪əmˈa#}
777    | #prˌimˈaːrium# | *#prˌemˈɑrʝo# | *#brimˈaɾə# {GOLD: #pɾimˈe#}
778    | #mˈare# | *#mˈɑrɛ# | *#mˈar# {GOLD: #mˈar#}
779    | #kˈaːrum# | *#kˈɑro# | *#kˈar# {GOLD: #kˈar#}
780    | #pˈuːrum# | *#pˈuro# | *#pˈur# {GOLD: #pˈur#}
781    | #d̪ˈebet̪# | *#d̪ˈɛβɛt̪# | *#d̪ˈew# {GOLD: #d̪ˈɛw#}
782    | #lˈewem# | *#lˈɛβʷɛ# | *#ʎˈew# {GOLD: #ʎˈew#}
783    | #mˈowet̪# | *#mˈɔβʷɛt̪# | *#mˈɔw# {GOLD: #mˈɔw#}
784    | #n̪ˈuːd̪um# | *#n̪ˈud̪o# | *#n̪ˈuw# {GOLD: #n̪ˈu#}
785    | #pˈakem# | *#pˈɑcɛ# | *#pˈas# {GOLD: #pˈaw#}
786    | #lˈiket̪# | *#lˈecɛt̪# | *#ʎˈes# {GOLD: #ʎˈew#}
787    | #fˌeːlˈiːkem# | *#fˌelˈicɛ# | *#fəlˈis# {GOLD: #fəlˈiw#}
788    | #fˈid̪eːm# | *#fˈed̪e# | *#fˈew# {GOLD: #fˈɛ#}
789    | #kˈapum# | *#kˈɑpo# | *#kˈap# {GOLD: #kˈap#}
790    | #prˈat̪um# | *#prˈɑt̪o# | *#brˈat̪# {GOLD: #pɾˈat#}
791    | #hˌerbˈoːsum# | *#hˌɛrbˈoso# | *#ərbˈos# {GOLD: #ərbˈos#}
792    | #plˈen̪um# | *#plˈɛn̪o# | *#plˈɛ# {GOLD: #plˈɛ#}
793    | #blˈan̪kum# | *#blˈɑŋko# | *#blˈaŋk# {GOLD: #blˈaŋ#}
794    | #flˈammam# | *#flˈɑmmɑ# | *#flˈammə# {GOLD: #flˈamə#}
795    | #klˈawd̪ere# | *#klˈɑwd̪ɛrɛ# | *#klˈɔðr# {GOLD: #klˈɔwɾə#}
796    | #klˈawem# | *#klˈɑβʷɛ# | *#klˈaw# {GOLD: #klˈaw#}
797    | #brˈakhium# | *#brˈɑccʝo# | *#brˈas# {GOLD: #bɾˈas#}
798    | #frˈon̪t̪em# | *#frˈɔn̪t̪ɛ# | *#frˈon̪t̪# {GOLD: #fɾˈon#}
799    | #ɡrˈakulum# | *#ɡrˈɑklo# | *#ɡrˈaʎə# {GOLD: #ɡɾˈaʎ#}
800    | #ɡrˈossum# | *#ɡrˈɔsso# | *#ɡrˈɔs# {GOLD: #ɡɾˈɔs#}
801    | #flˈeːbilem# | *#flˈeβelɛ# | *#frˈewl# {GOLD: #fˈebblə#}
802    | #prˈen̪d̪ere# | *#prˈɛn̪d̪ɛrɛ# | *#brˈɛn̪ə# {GOLD: #pˈɛn̪d̪ɾə#}
803    | #blˌid̪ˈalem# | *#blˌed̪ˈɑlɛ# | *#brəzˈal# {GOLD: #bɾiˈal#}
804    | #frˌaɡrˈaːre# | *#frˌɑɣrˈɑrɛ# | *#frəɣlˈa# {GOLD: #fləjɾˈa#}
805    | #pluːs# | *#plus# | *#plus# {GOLD: #pˈus#}
806    | #plˌikˈaːre# | *#plˌekˈɑrɛ# | *#pləɣˈa# {GOLD: #bləɣˈa#}
807    | #d̪ˌuplikˈaːre# | *#d̪ˌoplekˈɑrɛ# | *#d̪uwləɣˈa# {GOLD: #d̪ubbləɣˈa#}
808    | #krˈassum# | *#krˈɑsso# | *#ɡrˈas# {GOLD: #ɡɾˈas#}
809    | #krˈappam# | *#krˈɑppɑ# | *#ɡrˈapə# {GOLD: #ɡɾˈapə#}
810    | #krˌaːt̪ˈaːlem# | *#krˌɑt̪ˈɑlɛ# | *#ɡrəðˈal# {GOLD: #ɡɾeˈal#}
811    | #krˌaːt̪ˈellas# | *#krˌɑt̪ˈɛllɑs# | *#ɡrəðˈɛʎəs# {GOLD: #ɡɾəˈeʎəs#}
812    | #krˌat̪t̪ˈaːre# | *#krˌɑt̪t̪ˈɑrɛ# | *#ɡrət̪ˈa# {GOLD: #ɡɾət̪ˈa#}
813    | #krˈipjam# | *#krˈepʝɑ# | *#ɡrˈiʒə# {GOLD: #ɡɾˈipiə#}
814    | #krˈypt̪am# | *#krˈept̪ɑ# | *#ɡrˈet̪ə# {GOLD: #ɡɾˈut̪ə#}
815    | #st̪ˈoream# | *#ˌest̪ˈɔrʝɑ# | *#əst̪ˈujɾə# {GOLD: #əst̪ˈoɾə#}
816    | #skˈumam# | *#ˌeskˈomɑ# | *#əskˈomə# {GOLD: #əskˈumə#}
817    | #pt̪ˌisˈan̪am# | *#pt̪ˌesˈɑn̪ɑ# | *#t̪əzˈan̪ə# {GOLD: #t̪izˈan̪ə#}
818    | #psˈalmum# | *#psˈɑɫmo# | *#sˈaɫm# {GOLD: #sˈalm#}
819    | #kˈirram# | *#cˈerrɑ# | *#sˈɛrə# {GOLD: #sˈɛrə#}
820    | #ˌabbˌiberˈaːre# | *#ˌɑbbˌeβɛrˈɑrɛ# | *#əβəwlˈa# {GOLD: #əβəwɾˈa#}
821    | #mˌit̪t̪ˈeːre# | *#mˌet̪t̪ˈerɛ# | *#mit̪ˈe# {GOLD: #mˈɛt̪ɾə#}
822    | #rˈed̪d̪ere# | *#rˈɛd̪d̪ɛrɛ# | *#rˈeðə# {GOLD: #rˈɛt̪ɾə#}
823    | #mˌammˈellam# | *#mˌɑmmˈɛllɑ# | *#məmmˈɛʎə# {GOLD: #məmˈeʎə#}
824    | #wˈakkam# | *#βʷˈɑkkɑ# | *#bˈakə# {GOLD: #bˈakə#}
825    | #bˌakkˈiːn̪um# | *#bˌɑccˈin̪o# | *#bəʃˈi# {GOLD: #bəsˈi#}
826    | #mˈassam# | *#mˈɑssɑ# | *#mˈasə# {GOLD: #mˈasə#}
827    | #ˈossam# | *#ˈɔssɑ# | *#ˈɔsə# {GOLD: #ˈɔsə#}
828    | #wˌessˈiːkam# | *#βʷˌɛssˈikɑ# | *#bəʃˈiɣə# {GOLD: #bəʃˈiɣə#}
829    | #kˌollˈiːɡere# | *#kˌɔllˈiɣrɛ# | *#kuʎˈiɣr# {GOLD: #kuʎˈi#}
830    | #ˈilla# | *#ˈellɑ# | *#ˈeʎə# {GOLD: #ˈeʎə#}
831    | #bˈan̪n̪a# | *#bˈɑn̪n̪ɑ# | *#bˈaɲə# {GOLD: #bˈaɲə#}
832    | #tʰˌun̪n̪ˈiːn̪am# | *#tˌon̪n̪ˈin̪ɑ# | *#tun̪d̪rˈin̪ə# {GOLD: #t̪uɲˈin̪ə#}
833    | #ɡrˌun̪n̪ˈiːre# | *#ɡrˌon̪n̪ˈirɛ# | *#ɡruɲˈi# {GOLD: #ɡɾuɲˈi#}
834    | #ˌarɡˈiːllam# | *#ˌɑrɟˈillɑ# | *#ərʒˈilə# {GOLD: #ərʒˈilə#}
835    | #n̪ˈiːn̪n̪am# | *#n̪ˈin̪n̪ɑ# | *#rˈin̪ə# {GOLD: #n̪ˈin̪ə#}
836    | #wˈiːllam# | *#βʷˈillɑ# | *#bˈilə# {GOLD: #bˈilə#}
837    | #st̪ˈeːllam# | *#ˌest̪ˈellɑ# | *#ist̪ˈeʎə# {GOLD: #əst̪ˈɛlə#}
838    | #pˈeːn̪n̪am# | *#pˈen̪n̪ɑ# | *#pˈeɲə# {GOLD: #pˈɛn̪ə#}
839    | #pˌarˈaːt̪or# | *#pˌɑrˈɑt̪ɔr# | *#pəlˈa# {GOLD: #pəɾˈajɾə#}
840    | #kˌapt̪ˈiwum# | *#kˌɑpt̪ˈeβʷo# | *#kət̪ˈew# {GOLD: #kəpt̪ˈiw#}
841    | #rˈupt̪am# | *#rˈopt̪ɑ# | *#rˈot̪ə# {GOLD: #rˈɔt̪ə#}
842    | #rˈupt̪um# | *#rˈopt̪o# | *#rˈot̪u# {GOLD: #rˈɔt̪#}
843    | #sˌubt̪ˈiːlem# | *#sˌobt̪ˈilɛ# | *#sut̪ˈil# {GOLD: #supt̪ˈil#}
844    | #kˌapit̪ˈalem# | *#kˌɑpet̪ˈɑlɛ# | *#kəpt̪ˈal# {GOLD: #kəbd̪ˈal#}
845    | #kˌapit̪ˈellum# | *#kˌɑpet̪ˈɛllo# | *#kəpt̪ˈɛʎ# {GOLD: #kəbd̪ˈeʎ#}
846    | #kˌapit̪ˈaːre# | *#kˌɑpet̪ˈɑrɛ# | *#kəpt̪ˈa# {GOLD: #kəpt̪ˈa#}
847    | #rˌeput̪ˈaːre# | *#rˌɛpot̪ˈɑrɛ# | *#rəpt̪ˈa# {GOLD: #rəpt̪ˈa#}
848    | #mˌalehˈabit̪um# | *#mˌɑlʝˈɑβet̪o# | *#məʎˈawt̪# {GOLD: #məlˈal#}
849    | #kˈubit̪um# | *#kˈoβet̪o# | *#kˈowt̪# {GOLD: #kˈolzə#}
850    | #kˈapsam# | *#kˈɑpsɑ# | *#kˈapsə# {GOLD: #kˈapsə#}
851    | #ˌabsˈolwere# | *#ˌɑbsˈɔɫβʷɛrɛ# | *#əβsˈɔɫbə# {GOLD: #əpsˈɔld̪ɾə#}
852    | #kˈapra# | *#kˈɑprɑ# | *#kˈawrə# {GOLD: #kˈaβɾə#}
853    | #ˌaprˌikˈaːre# | *#ˌɑprˌekˈɑrɛ# | *#əwrəɣˈa# {GOLD: #əβɾiɣˈa#}
854    | #ˈoperam# | *#ˈɔpɛrɑ# | *#ˈɔprə# {GOLD: #ˈɔβɾə#}
855    | #kˌuperˈaːre# | *#kˌopɛrˈɑrɛ# | *#kuʎˈa# {GOLD: #kuβɾˈa#}
856    | #lˈepram# | *#lˈɛprɑ# | *#ʎˈewrə# {GOLD: #lˈepɾə#}
857    | #prˈoprium# | *#prˈɔprʝo# | *#blˈɔʒə# {GOLD: #pɾˈɔpi#}
858    | #kˈuprum# | *#kˈopro# | *#kˈowrə# {GOLD: #kˈowɾə#}
859    | #fˈabrum# | *#fˈɑβro# | *#fˈawrə# {GOLD: #fˈaβɾə#}
860    | #fˈabrikam# | *#fˈɑβrekɑ# | *#fˈawrəɣə# {GOLD: #fˈaβɾəɣə#}
861    | #pˈalpebram# | *#pˌɑɫpˈɛβrɑ# | *#pəɫpˈewrə# {GOLD: #pərpˈeʎə#}
862    | #n̪ˈit̪id̪am# | *#n̪ˈet̪ed̪ɑ# | *#n̪ˈet̪ə# {GOLD: #n̪ˈɛt̪ə#}
863    | #pˈut̪id̪am# | *#pˈot̪ed̪ɑ# | *#pˈot̪ə# {GOLD: #pˈut̪ə#}
864    | #fˈat̪id̪am# | *#fˈɑt̪ed̪ɑ# | *#fˈat̪ə# {GOLD: #fˈaðə#}
865    | #pˈat̪in̪am# | *#pˈɑt̪en̪ɑ# | *#pˈaɲə# {GOLD: #pˈan̪n̪ə#}
866    | #kˈut̪in̪am# | *#kˈot̪en̪ɑ# | *#kˈoɲə# {GOLD: #kˈon̪n̪ə#}
867    | #rˈeːt̪in̪as# | *#rˈet̪en̪ɑs# | *#rˈeɲəs# {GOLD: #rˈeŋn̪əs#}
868    | #pˈat̪rem# | *#pˈɑt̪rɛ# | *#pˈar# {GOLD: #pˈaɾə#}
869    | #maːt̪rem# | *#mɑt̪rɛ# | *#mər# {GOLD: #mˈaɾə#}
870    | #pˈet̪ram# | *#pˈɛt̪rɑ# | *#pˈɛɾə# {GOLD: #pˈeðɾə#}
871    | #d̪ˌeːrˈet̪roː# | *#d̪ˌerˈɛt̪ro# | *#d̪ilˈɛ# {GOLD: #d̪ərˈeɾə#}
872    | #pˌat̪rˈast̪rum# | *#pˌɑt̪rˈɑst̪ro# | *#pəlˈasr# {GOLD: #pəðˈast̪ɾə#}
873    | #pˌet̪rˈaːrium# | *#pˌɛt̪rˈɑrʝo# | *#pəlˈaɾə# {GOLD: #pəðɾˈe#}
874    | #prˌesbyt̪ˈerium# | *#prˌɛsbet̪ˈɛrʝo# | *#briwt̪ˈɛɾə# {GOLD: #pɾəβˈeɾə#}
875    | #pˌat̪rˈiːn̪um# | *#pˌɑt̪rˈin̪o# | *#pəɾˈi# {GOLD: #pəðɾˈi#}
876    | #lˈat̪roː# | *#lˈɑt̪ro# | *#ʎˈar# {GOLD: #ʎˈaðɾə#}
877    | #n̪ˌut̪rˈiːre# | *#n̪ˌot̪rˈirɛ# | *#n̪ulˈi# {GOLD: #n̪uðɾˈi#}
878    | #pˌat̪rˈaːlem# | *#pˌɑt̪rˈɑlɛ# | *#pəɾˈal# {GOLD: #pəjɾˈal#}
879    | #pˌet̪rˈaːrium# | *#pˌɛt̪rˈɑrʝo# | *#pəlˈaɾə# {GOLD: #pəjɾˈe#}
880    | #pˌat̪rˈiːn̪um# | *#pˌɑt̪rˈin̪o# | *#pəɾˈi# {GOLD: #pəjɾˈi#}
881    | #kwˌad̪rˈaːn̪t̪aː# | *#kwˌɑd̪rˈɑn̪t̪ɑ# | *#kwəɾˈan̪t̪ə# {GOLD: #kwəɾˈan̪t̪ə#}
882    | #kwˈad̪rum# | *#kwˈɑd̪ro# | *#kwˈar# {GOLD: #kˈajɾə#}
883    | #kwˌad̪rˈoːn̪em# | *#kwˌɑd̪rˈon̪ɛ# | *#kwəɾˈo# {GOLD: #kəjɾˈo#}
884    | #kwˌad̪rˈellum# | *#kwˌɑd̪rˈɛllo# | *#kwəɾˈɛʎ# {GOLD: #kəjɾˈeʎ#}
885    | #kˈad̪ere# | *#kˈɑd̪ɛrɛ# | *#kˈaðr# {GOLD: #kˈawɾə#}
886    | #krˈeːd̪ere# | *#krˈed̪ɛrɛ# | *#ɡˈeðr# {GOLD: #kɾˈɛwɾə#}
887    | #hˈed̪eram# | *#hˈɛd̪ɛrɑ# | *#ˈeðrə# {GOLD: #ˈɛwɾə#}
888    | #d̪ˈoːd̪eke# | *#d̪ˈod̪ɛcɛ# | *#d̪ˈow# {GOLD: #d̪ˈod͡zə#}
